geometry,pipeline,q,standardize,classifier,cv_accuracy,cv_acc_std,cv_precision,cv_recall,cv_auc,cv_runtime_s,ho_accuracy,ho_precision,ho_recall,ho_auc,ho_runtime_s
BW,A-Full,,False,svm,0.9735442209126418,0.007808783252402072,0.9741548787909867,0.9734873323397913,0.9994772499459288,4224.213190793991,0.9754558204768583,0.9758228320795717,0.9754594242966337,0.9996847112871419,1553.1256489753723
BW,A-Full,,True,svm,0.9798595588069272,0.008308395325213323,0.9803547731071431,0.9797963238946845,0.9997171183420311,3597.745305776596,0.9782608695652174,0.9787875823032016,0.978251206158183,0.9997245840401706,811.0289406776428
BW,B-PCA,5.0,False,svm,0.6713788976946872,0.01407992891279981,0.678408753892578,0.6712816691505217,0.9580644495673104,4253.572127342224,0.6760168302945302,0.6796782090767612,0.676343036808153,0.9602725088884637,1449.398365020752
BW,B-PCA,5.0,True,svm,0.7342215900110637,0.015550952473280078,0.7456267569157072,0.7340784898161947,0.971805707088051,3569.4382362365723,0.7377279102384292,0.747304678575535,0.737973654252724,0.9707110757756481,850.9061758518219
BW,B-PCA,10.0,False,svm,0.8349382465171938,0.005774794175596714,0.8412304986646447,0.8348733233979135,0.9871073635883658,4334.724245071411,0.8429172510518934,0.8470649486843037,0.8430530709600478,0.9880964999724078,1734.153781414032
BW,B-PCA,10.0,True,svm,0.8562866626024521,0.008049212765977781,0.8608982831330229,0.8561997019374068,0.9900440155571001,3487.7326922416687,0.8611500701262272,0.8656624083530418,0.8612511519488265,0.9899185619492396,833.9423842430115
BW,B-PCA,20.0,False,svm,0.9317528054370161,0.007613664556827769,0.9333227959554083,0.9316989567809241,0.9966675409371357,4252.020579814911,0.94109396914446,0.941976006000619,0.9411069550604434,0.9976106636416578,1359.1721045970917
BW,B-PCA,20.0,True,svm,0.9335555103976156,0.008460070931287193,0.9347595413122226,0.9335270740188774,0.9973587364249955,3571.3017115592957,0.9424964936886395,0.9447213513613272,0.9425109773946982,0.9972153687591594,930.4807591438293
BW,C-UMAP,5.0,False,svm,0.755862177967441,0.012398924893671868,0.7864090100774367,0.7557178340784898,0.9704636055997378,4707.877711057663,0.7959326788218793,0.8162555214044509,0.7960372960372961,0.9777650194844316,1586.2791419029236
BW,C-UMAP,5.0,True,svm,0.8060778071304388,0.007780721221044393,0.8241703606407557,0.8060357675111774,0.9804580669276846,4456.6353878974915,0.8141654978962132,0.8268136417314748,0.8142895863826097,0.9839614938013971,1088.4082584381104
BW,C-UMAP,10.0,False,svm,0.7291079048973785,0.015596672240291145,0.7631982404680344,0.729036264282166,0.9665150267405096,4733.056911706924,0.7699859747545582,0.7980722512740084,0.7701143817422887,0.9751090736324998,1569.825630903244
BW,C-UMAP,10.0,True,svm,0.7961588656325498,0.013546456680752826,0.8140739849882497,0.7961649279682066,0.9790661658631213,3617.425263404846,0.8106591865357644,0.8249330448852146,0.8107876619504526,0.9841051633408996,940.054092168808
BW,C-UMAP,20.0,False,svm,0.7119677572309151,0.01267585493192631,0.7438785885399873,0.711892697466468,0.9641122571158662,4894.868707180023,0.7629733520336606,0.7919015293213679,0.7630942700710143,0.9734703536468792,1872.1350746154785
BW,C-UMAP,20.0,True,svm,0.7820239788660841,0.011459525649059027,0.8043539290524869,0.7820566318926976,0.9778942206191303,3502.3482916355133,0.8064516129032258,0.8200107992161381,0.8065322274624601,0.9827004734613527,946.3165187835693
LOGE,A-Full,,False,knn,0.9741443699338435,0.0037220735544281395,0.9749786907493391,0.9741033283656234,0.9975843567837728,20.9553542137146,0.9754558204768583,0.9758183070361054,0.9754431614896731,0.9987124401075349,7.696824789047241
LOGE,A-Full,,True,knn,0.9681320418162525,0.0037095305753838946,0.9699694804400018,0.9681023348236464,0.9963700251837804,22.605852365493774,0.9670406732117812,0.9678282044401745,0.9670569740337183,0.9975211412920415,6.042430639266968
LOGE,B-PCA,5.0,False,knn,0.8613949287633499,0.005580974480088656,0.8625255811406805,0.8613611525086935,0.9781112968281516,18.861567497253418,0.8856942496493688,0.8863028615979602,0.885629099582588,0.9824857325765429,5.267329931259155
LOGE,B-PCA,5.0,True,knn,0.8069818690871322,0.013365151155991089,0.8076677311552706,0.8068156979632389,0.968507308869871,22.093520879745483,0.8239831697054698,0.822182063735855,0.8241827939502359,0.9664783235376226,5.3079938888549805
LOGE,B-PCA,10.0,False,knn,0.9407731039309987,0.006313329685396727,0.9422287116390435,0.9406905116741182,0.9929543942267152,20.0936861038208,0.9474053295932678,0.9477200441075948,0.9473627148045753,0.9930527836660544,9.151629447937012
LOGE,B-PCA,10.0,True,knn,0.9161186750660434,0.00584128738326966,0.9169008907787193,0.9160158966716343,0.9896537820505094,18.447781801223755,0.9207573632538569,0.9212411567890115,0.9208326557163766,0.9890541686507555,5.302258491516113
LOGE,B-PCA,20.0,False,knn,0.9588114430219694,0.00611790996698495,0.959706393955954,0.9587779433681073,0.9957062689504053,21.17997121810913,0.9579242636746143,0.9579161585063559,0.9578793299723533,0.9967177023613538,9.25963282585144
LOGE,B-PCA,20.0,True,knn,0.9570091896407685,0.006459837288252958,0.9586775051097238,0.9569796323894684,0.9941484294210022,22.63807964324951,0.958625525946704,0.9598598634051476,0.958621998156882,0.9953275034691302,7.229033708572388
LOGE,C-UMAP,5.0,False,knn,0.9395682900946059,0.006535448836466791,0.9417131157912524,0.9395330352707403,0.9836413328364871,191.77803015708923,0.9502103786816269,0.9514825475208686,0.9501816013443919,0.9861973123317133,46.752036333084106
LOGE,C-UMAP,5.0,True,knn,0.9185255932624354,0.008364458380559209,0.9250462971441044,0.9184848484848486,0.975214590079441,126.05002617835999,0.9333800841514727,0.9352644901000459,0.9333875426898682,0.976508148771829,44.14966893196106
LOGE,C-UMAP,10.0,False,knn,0.9383666373140057,0.010533040295457182,0.9409379112306466,0.9383258817685046,0.9827293392941294,125.6206488609314,0.9488078541374474,0.9501766627728684,0.948788420881444,0.9861964346504736,41.18329977989197
LOGE,C-UMAP,10.0,True,knn,0.9164207816839396,0.010045891538042655,0.9236545011193943,0.9163487332339791,0.9758785983271056,130.49773263931274,0.9389901823281908,0.9410991111934529,0.9390036320268877,0.980433001309461,35.541080474853516
LOGE,C-UMAP,20.0,False,knn,0.9401688906952066,0.0017349088108036532,0.9425398273333101,0.9401589667163439,0.9820867804010339,144.36274123191833,0.9523141654978962,0.9538669718024754,0.9522849243779477,0.9881632799129684,46.02310109138489
